Timestamp,What is your Rice Purity Test Score?,What is your sexuality?,What is your sex?,What gender do you identify with?,Are you transgender?,What is your age?,How would you define yourself politically?,Would you consider yourself religious?,How concerned are you about climate change?,Select the drugs below you think should be decriminalized:,Do you think the police service funding should be:,How many times a week do you masturbate?,How often do you have sex in a month?,"Would you consider yourself ""sexually free""?",Would you describe yourself as a kinky person?,Do you think your parents be disappointed in you if they knew the details of your sex life?,How scared are you of catching STDs/STIs?,How scared are you of having/causing an unwanted pregnancy?,What is the highest education level you have completed OR are currently pursuing?,How many years have you lived apart from your parents?,What is your annual income?,Would you say you are a(n):,Would you consider yourself a healthy person?
11/16/2020 7:45:56,16,Heterosexual,Male,Male,No,23,Left,No,Very concerned,"Marijuana, Psychedelics, Heroin & Other hard drugs",Highly increased,2 - 4,15 - 25 times,Maybe,Yes,I don't know,Not at all scared,Not at all scared,Associate's Degree (2 year),6 - 10,"$50,001 - $80,000",Extrovert,Yes
11/16/2020 7:46:06,45,Heterosexual,Female,Female,No,35,None,No,A little concerned,I don't think any of these drugs should be decriminalized,Increased,1,3 - 8 times,Yes,Yes,I don't know,Not at all scared,Not Applicable,Bachelor's Degree (4 year),6 - 10,"$50,001 - $80,000",Ambivert,No
11/16/2020 7:46:48,79,Questioning,Male,Male,No,18,Left,No,Decently concerned,"Marijuana, Psychedelics, Heroin & Other hard drugs",Lessened,2 - 4,I have never had sex,Maybe,No,I don't know,Not at all scared,Not at all scared,Bachelor's Degree (4 year),1 - 2,"$0 - $10,000",Introvert,Maybe
11/16/2020 7:47:06,37,Bisexual,Female,Female,Yes,26,Left,Yes,Very concerned,"Marijuana, Psychedelics, Heroin & Other hard drugs",Lessened,1,1 - 2 times,Maybe,No,No,Not at all scared,Not at all scared,Master's Degree,6 - 10,"$30,001 - $50,000",Introvert,Yes
11/16/2020 7:48:31,31,Heterosexual,Male,Male,No,24,Libertarian ,Maybe,Somewhat concerned,"Marijuana, Psychedelics, Heroin & Other hard drugs",Lessened,2 - 4,3 - 8 times,No,No,No,Not at all scared,A little scared,Bachelor's Degree (4 year),3 - 5,"$30,001 - $50,000",Introvert,Maybe
11/16/2020 7:48:43,92,Heterosexual,Male,Male,No,15,Right,Maybe,Somewhat concerned,Marijuana,Left the way it is,5 - 7,I have never had sex,Yes,No,I don't know,Not at all scared,Not at all scared,Bachelor's Degree (4 year),0 (I have never lived apart from my parents),"$0 - $10,000",Introvert,Yes
11/16/2020 7:50:02,31,Bisexual,Female,Female,No,18,Center,No,Decently concerned,"Marijuana, Psychedelics",Left the way it is,5 - 7,"I have had sex, but not recently, or not frequent enough to be monthly",Maybe,Yes,No,Decently scared,Very scared,Bachelor's Degree (4 year),1 - 2,"$30,001 - $50,000",Ambivert,Yes
11/16/2020 7:50:08,75,Homosexual,Male,Male,No,18,Left,No,Decently concerned,"Marijuana, Psychedelics, Heroin & Other hard drugs",Abolished,7 - 10,I have never had sex,No,No,No,A little scared,Not at all scared,High School / GED Equivalent,0 (I have never lived apart from my parents),"$0 - $10,000",Introvert,No
11/16/2020 7:51:45,43,Heterosexual,Male,Male,No,43,Center,No,Somewhat concerned,"Marijuana, Psychedelics, Heroin & Other hard drugs",Left the way it is,7 - 10,"I have had sex, but not recently, or not frequent enough to be monthly",Maybe,No,No,Not at all scared,Not at all scared,Bachelor's Degree (4 year),10+,"$80,001 - $120,000",Introvert,Yes
11/16/2020 7:51:47,85,Bisexual,Female,Female,No,22,Left,No,Very concerned,"Marijuana, Psychedelics, Heroin & Other hard drugs",Abolished,1,I have never had sex,Maybe,Yes,I don't know,A little scared,Somewhat scared,Master's Degree,3 - 5,"$0 - $10,000",Introvert,No
11/16/2020 7:51:53,27,Homosexual,Female,Female,No,29,Left,Maybe,Very concerned,"Marijuana, Psychedelics, Heroin & Other hard drugs",Lessened,5 - 7,3 - 8 times,Yes,Yes,I don't know,A little scared,Not at all scared,Bachelor's Degree (4 year),10+,"$10,001 - $30,000",Extrovert,Yes
11/16/2020 7:52:45,12,Bisexual,Female,Female,No,29,Left,No,Decently concerned,"Marijuana, Psychedelics",Lessened,1,9 - 15 times,Yes,Yes,Yes,Decently scared,Absolutely terrified,Bachelor's Degree (4 year),6 - 10,"$10,001 - $30,000",Ambivert,No
11/16/2020 7:53:48,53,Heterosexual,Female,Female,No,45,Center,Yes,Decently concerned,"Marijuana, Psychedelics",Lessened,0,9 - 15 times,No,No,No,Not at all scared,Not at all scared,Bachelor's Degree (4 year),10+,"$120,001 - $160,000",Introvert,Yes
11/16/2020 7:54:03,53,Heterosexual,Male,Male,No,21,Left,No,Decently concerned,Marijuana,Lessened,2 - 4,9 - 15 times,No,No,No,Somewhat scared,Very scared,Bachelor's Degree (4 year),1 - 2,"$10,001 - $30,000",Introvert,Yes
11/16/2020 7:54:11,24,Heterosexual,Female,Female,No,25,Left,No,Somewhat concerned,"Marijuana, Psychedelics, Heroin & Other hard drugs",Lessened,5 - 7,3 - 8 times,Yes,Yes,Yes,A little scared,A little scared,Bachelor's Degree (4 year),6 - 10,"$10,001 - $30,000",Ambivert,Yes
11/16/2020 7:54:36,58,Questioning,Female,Female,No,18,Left,No,Decently concerned,Marijuana,Lessened,5 - 7,1 - 2 times,Maybe,Yes,Yes,Not at all scared,Decently scared,Bachelor's Degree (4 year),0 (I have never lived apart from my parents),"$0 - $10,000",Extrovert,Yes
11/16/2020 7:56:13,31,Bisexual,Female,Female,No,20,Left,No,Decently concerned,"Marijuana, Psychedelics",Left the way it is,0,3 - 8 times,No,No,Yes,Absolutely terrified,Decently scared,High School / GED Equivalent,3 - 5,"$50,001 - $80,000",Extrovert,Yes
11/16/2020 7:56:19,26,Heterosexual,Male,Male,No,45,Center,Yes,Not at all concerned,"Marijuana, Psychedelics, Heroin & Other hard drugs",Lessened,2 - 4,3 - 8 times,No,Yes,Yes,A little scared,Not at all scared,Doctoral Degree,10+,"$50,001 - $80,000",Extrovert,No
11/16/2020 7:59:07,6,Bisexual,Female,Female,No,21,Left,No,Very concerned,"Marijuana, Psychedelics, Heroin & Other hard drugs",Lessened,2 - 4,9 - 15 times,Maybe,Yes,Yes,Somewhat scared,Very scared,Bachelor's Degree (4 year),0 (I have never lived apart from my parents),"$10,001 - $30,000",Ambivert,No
11/16/2020 8:00:20,85,Heterosexual,Male,Male,No,25,Center,Yes,Very concerned,"Marijuana, Psychedelics",Lessened,5 - 7,I have never had sex,No,Yes,No,Somewhat scared,Very scared,Master's Degree,3 - 5,"$80,001 - $120,000",Introvert,Maybe
11/16/2020 8:01:49,49,Heterosexual,Male,Male,No,19,Right,Yes,Decently concerned,Marijuana,Lessened,5 - 7,3 - 8 times,Yes,No,No,Not at all scared,Somewhat scared,High School / GED Equivalent,1 - 2,"$30,001 - $50,000",Extrovert,Yes
11/16/2020 8:06:33,41,Heterosexual,Male,Male,No,36,Left,No,Very concerned,"Marijuana, Psychedelics, Heroin & Other hard drugs",Lessened,2 - 4,"I have had sex, but not recently, or not frequent enough to be monthly",Maybe,No,No,A little scared,Decently scared,Bachelor's Degree (4 year),10+,"$30,001 - $50,000",Introvert,No
11/16/2020 8:06:55,86,Heterosexual,Male,Male,No,20,Left,No,Very concerned,"Marijuana, Psychedelics, Heroin & Other hard drugs",Abolished,2 - 4,I have never had sex,Maybe,No,No,Not at all scared,A little scared,Bachelor's Degree (4 year),3 - 5,"$0 - $10,000",Introvert,Yes
11/16/2020 8:07:03,57,Heterosexual,Male,Male,No,20,Left,No,Somewhat concerned,"Marijuana, Psychedelics",Lessened,2 - 4,"I have had sex, but not recently, or not frequent enough to be monthly",Yes,No,Yes,Not at all scared,Not at all scared,Bachelor's Degree (4 year),1 - 2,"$120,001 - $160,000",Extrovert,Yes
11/16/2020 8:10:00,33,Heterosexual,Male,Male,No,22,Center,No,Decently concerned,Marijuana,Increased,2 - 4,"I have had sex, but not recently, or not frequent enough to be monthly",Yes,No,Yes,Decently scared,Decently scared,Bachelor's Degree (4 year),3 - 5,"$50,001 - $80,000",Ambivert,Maybe
11/16/2020 8:12:42,59,Heterosexual,Male,Male,No,24,Left,No,Very concerned,"Marijuana, Psychedelics, Heroin & Other hard drugs",Left the way it is,5 - 7,1 - 2 times,Yes,No,No,Not at all scared,A little scared,Bachelor's Degree (4 year),3 - 5,"$50,001 - $80,000",Introvert,Yes
11/16/2020 8:13:23,60,Homosexual,Female,Female,No,28,Left,No,Decently concerned,Marijuana,Lessened,10+,"I have had sex, but not recently, or not frequent enough to be monthly",Yes,Yes,Yes,Decently scared,Not Applicable,Master's Degree,6 - 10,"$50,001 - $80,000",Introvert,Yes
11/16/2020 8:14:21,51,Heterosexual,Female,Female,No,29,Right,Yes,A little concerned,"Marijuana, Psychedelics",Left the way it is,0,3 - 8 times,No,No,No,Not at all scared,Not at all scared,Bachelor's Degree (4 year),3 - 5,"$50,001 - $80,000",Ambivert,Yes
11/16/2020 8:15:40,89,Queer ,Prefer not to say,Genderqueer ,Maybe,21,Left,No,Very concerned,"Marijuana, Psychedelics, Heroin & Other hard drugs",Abolished,1,I have never had sex,Maybe,No,I don't know,A little scared,A little scared,Bachelor's Degree (4 year),3 - 5,"$0 - $10,000",Ambivert,No
11/16/2020 8:15:58,52,Bisexual,Male,Male,No,25,Left,No,Very concerned,"Marijuana, Psychedelics, Heroin & Other hard drugs",Lessened,5 - 7,3 - 8 times,Yes,Yes,No,A little scared,A little scared,Master's Degree,1 - 2,"$0 - $10,000",Introvert,No
11/16/2020 8:16:39,94,Heterosexual,Male,Male,No,25,Independent,No,Very concerned,"Marijuana, Psychedelics, Heroin & Other hard drugs, I don't think any of these drugs should be decriminalized",Left the way it is,1,I have never had sex,Maybe,No,I don't know,A little scared,A little scared,Partial Bachelor,1 - 2,"$0 - $10,000",Introvert,Maybe
11/16/2020 8:17:12,49,Heterosexual,Female,Female,No,34,Center,No,Decently concerned,"Marijuana, Psychedelics",Lessened,2 - 4,3 - 8 times,Maybe,No,No,Not at all scared,Not Applicable,Bachelor's Degree (4 year),10+,"$160,001+",Ambivert,Yes
11/16/2020 8:17:40,60,Heterosexual,Male,Male,No,21,Left,Yes,A little concerned,Marijuana,Left the way it is,5 - 7,"I have had sex, but not recently, or not frequent enough to be monthly",Yes,No,Yes,Not at all scared,Not at all scared,Bachelor's Degree (4 year),0 (I have never lived apart from my parents),"$10,001 - $30,000",Ambivert,Yes
11/16/2020 8:17:43,60,Heterosexual,Female,Female,No,27,Left,No,Very concerned,Marijuana,Lessened,0,9 - 15 times,Yes,Yes,Yes,Not at all scared,Decently scared,Master's Degree,6 - 10,"$0 - $10,000",Introvert,Maybe
11/16/2020 8:17:45,27,Heterosexual,Male,Male,No,27,i don't care about politics,No,A little concerned,"Marijuana, Psychedelics",Left the way it is,7 - 10,"I have had sex, but not recently, or not frequent enough to be monthly",Maybe,No,Yes,A little scared,Very scared,High School / GED Equivalent,10+,"$10,001 - $30,000",Introvert,No
11/16/2020 8:19:25,39,Bisexual,Female,Female,No,21,Left,No,Very concerned,"Marijuana, Psychedelics, Heroin & Other hard drugs",Lessened,1,3 - 8 times,Maybe,Yes,No,Not at all scared,Somewhat scared,Bachelor's Degree (4 year),0 (I have never lived apart from my parents),"$10,001 - $30,000",Introvert,Maybe
11/16/2020 8:21:13,59,Demisexual leaning asexual,Female,Female,No,26,Left,No,Decently concerned,"Marijuana, Psychedelics",Lessened,1,"I have had sex, but not recently, or not frequent enough to be monthly",No,No,Yes,Not at all scared,Decently scared,Bachelor's Degree (4 year),6 - 10,"$50,001 - $80,000",Introvert,No
11/16/2020 8:22:39,49,Heterosexual,Male,Male,No,21,Left,No,Very concerned,"Marijuana, Psychedelics, Heroin & Other hard drugs",Left the way it is,7 - 10,1 - 2 times,Maybe,No,No,Not at all scared,Somewhat scared,Bachelor's Degree (4 year),1 - 2,"$0 - $10,000",Introvert,Maybe
11/16/2020 8:22:52,87,Heterosexual,Male,Male,No,18,Center,No,Very concerned,"Marijuana, Psychedelics",Left the way it is,2 - 4,I have never had sex,Yes,No,No,A little scared,Somewhat scared,High School / GED Equivalent,0 (I have never lived apart from my parents),"$0 - $10,000",Ambivert,Yes
11/16/2020 8:23:18,92,Bisexual,Female,Female,No,18,Left,No,Decently concerned,"Marijuana, Psychedelics",Abolished,7 - 10,I have never had sex,Maybe,Yes,I don't know,Very scared,Somewhat scared,Bachelor's Degree (4 year),0 (I have never lived apart from my parents),"$0 - $10,000",Introvert,Maybe
11/16/2020 8:24:00,44,Heterosexual,Male,Male,No,29,Left,Yes,Very concerned,"Marijuana, Psychedelics, Heroin & Other hard drugs",Lessened,0,3 - 8 times,Maybe,No,Yes,Not at all scared,Decently scared,Bachelor's Degree (4 year),6 - 10,"$50,001 - $80,000",Introvert,Yes
11/16/2020 8:24:42,37,Heterosexual,Female,Female,No,26,Left,No,Very concerned,"Marijuana, Psychedelics",Lessened,2 - 4,9 - 15 times,Yes,Yes,Yes,Not at all scared,Not at all scared,Master's Degree,6 - 10,"$30,001 - $50,000",Ambivert,Yes
11/16/2020 8:24:49,27,Queer,Male,Non-binary,Yes,28,Left,Maybe,Very concerned,"Marijuana, Psychedelics, Heroin & Other hard drugs",Abolished,1,1 - 2 times,Maybe,Yes,Yes,A little scared,Not at all scared,Bachelor's Degree (4 year),10+,"$30,001 - $50,000",Extrovert,Maybe
11/16/2020 8:25:30,94,Asexual,Male,Male,No,29,Left,No,A little concerned,Marijuana,Increased,5 - 7,I have never had sex,Maybe,No,Yes,Not at all scared,Not Applicable,Master's Degree,10+,"$50,001 - $80,000",Introvert,Yes
11/16/2020 8:26:28,35,Heterosexual,Male,Male,No,47,Right,Yes,A little concerned,I don't think any of these drugs should be decriminalized,Left the way it is,1,1 - 2 times,No,No,I don't know,Not at all scared,Not at all scared,Bachelor's Degree (4 year),10+,"$30,001 - $50,000",Introvert,Yes
11/16/2020 8:26:38,79,Heterosexual,Male,Male,No,21,Left,No,Decently concerned,"Marijuana, Psychedelics, Heroin & Other hard drugs",Lessened,2 - 4,I have never had sex,Maybe,No,No,Somewhat scared,Decently scared,Bachelor's Degree (4 year),1 - 2,"$50,001 - $80,000",Ambivert,Yes
11/16/2020 8:29:19,46,Bisexual,Female,Female,No,21,Left,No,A little concerned,"Marijuana, Psychedelics",Left the way it is,1,3 - 8 times,Yes,Yes,Yes,Decently scared,Absolutely terrified,Bachelor's Degree (4 year),1 - 2,"$10,001 - $30,000",Ambivert,Maybe
11/16/2020 8:30:26,88,Homosexual,Male,Male,No,18,Left,No,Very concerned,"Marijuana, Psychedelics, Heroin & Other hard drugs",Lessened,5 - 7,I have never had sex,Maybe,No,No,Very scared,Not Applicable,Associate's Degree (2 year),1 - 2,"$0 - $10,000",Extrovert,No
11/16/2020 8:31:36,99,Questioning,Male,Questioning,Maybe,17,Left,No,Decently concerned,"Marijuana, Psychedelics, Heroin & Other hard drugs",Lessened,5 - 7,I have never had sex,Yes,Yes,I don't know,Somewhat scared,Decently scared,High School / GED Equivalent,0 (I have never lived apart from my parents),"$0 - $10,000",Introvert,Maybe
11/16/2020 8:31:47,72,Bisexual,Female,Female,No,19,Left,No,Decently concerned,Marijuana,Lessened,2 - 4,I have never had sex,Yes,Yes,Yes,Decently scared,Absolutely terrified,mbbs,1 - 2,"$50,001 - $80,000",Extrovert,Maybe
11/16/2020 8:31:58,59,Bisexual,Prefer not to say,Female,Yes,21,Left,No,Very concerned,"Marijuana, Psychedelics, Heroin & Other hard drugs",Abolished,2 - 4,"I have had sex, but not recently, or not frequent enough to be monthly",Yes,Yes,I don't know,A little scared,Absolutely terrified,Bachelor's Degree (4 year),1 - 2,"$0 - $10,000",Introvert,Maybe
11/16/2020 8:32:45,55,Heterosexual,Male,Male,No,21,Left,No,Decently concerned,"Marijuana, Psychedelics, Heroin & Other hard drugs",Left the way it is,2 - 4,1 - 2 times,Maybe,No,No,Not at all scared,A little scared,Bachelor's Degree (4 year),1 - 2,"$0 - $10,000",Ambivert,Yes
11/16/2020 8:33:13,37,Bisexual,Male,Male,No,26,Left,No,Very concerned,"Marijuana, Psychedelics, Heroin & Other hard drugs",Abolished,1,3 - 8 times,Maybe,Yes,No,Not at all scared,A little scared,Bachelor's Degree (4 year),6 - 10,"$30,001 - $50,000",Introvert,Maybe
11/16/2020 8:34:37,28,Questioning,Female,Non-binary,Maybe,23,Left,No,Very concerned,Psychedelics,Left the way it is,1,"I have had sex, but not recently, or not frequent enough to be monthly",Yes,Yes,No,Very scared,Absolutely terrified,Associate's Degree (2 year),3 - 5,"$0 - $10,000",Introvert,Maybe
11/16/2020 8:35:56,42,Homosexual,Female,Female,No,22,Center,Maybe,A little concerned,Marijuana,Lessened,0,"I have had sex, but not recently, or not frequent enough to be monthly",No,No,No,A little scared,Not Applicable,Doctoral Degree,1 - 2,"$0 - $10,000",Introvert,Yes
11/16/2020 8:37:11,67,Heterosexual,Male,Male,No,18,Left,Maybe,Decently concerned,"Marijuana, Psychedelics, Heroin & Other hard drugs",Lessened,2 - 4,I have never had sex,Maybe,No,No,A little scared,Decently scared,High School / GED Equivalent,0 (I have never lived apart from my parents),"$0 - $10,000",Ambivert,Yes
11/16/2020 8:38:15,79,Heterosexual,Male,Male,No,23,Center,Yes,Very concerned,Marijuana,Left the way it is,1,I have never had sex,Maybe,No,I don't know,Not at all scared,Not at all scared,Master's Degree,0 (I have never lived apart from my parents),"$0 - $10,000",Ambivert,Yes
11/16/2020 8:38:19,51,Heterosexual,Male,Male,No,50,Left,No,Decently concerned,"Marijuana, Psychedelics, Heroin & Other hard drugs",Lessened,2 - 4,3 - 8 times,Maybe,Yes,I don't know,Not at all scared,Not at all scared,Master's Degree,10+,"$160,001+",Extrovert,Yes
11/16/2020 8:38:41,32,Bisexual,Male,Non-binary,Yes,20,Left,Maybe,Very concerned,"Marijuana, Psychedelics, Heroin & Other hard drugs",Lessened,7 - 10,"I have had sex, but not recently, or not frequent enough to be monthly",Yes,No,I don't know,Not at all scared,A little scared,Bachelor's Degree (4 year),3 - 5,"$0 - $10,000",Introvert,Maybe
11/16/2020 8:41:04,61,Heterosexual,Female,Female,No,27,Center,Maybe,Somewhat concerned,Marijuana,Left the way it is,1,3 - 8 times,Yes,No,Yes,Not at all scared,A little scared,Bachelor's Degree (4 year),3 - 5,"$50,001 - $80,000",Introvert,Yes
11/16/2020 8:41:50,53,Heterosexual,Male,Male,No,24,Left,No,Somewhat concerned,"Marijuana, Psychedelics",Lessened,2 - 4,1 - 2 times,Maybe,Yes,Yes,A little scared,Somewhat scared,Bachelor's Degree (4 year),1 - 2,"$0 - $10,000",Ambivert,Yes
11/16/2020 8:42:02,33,Heterosexual,Female,Female,No,25,Left,Yes,Very concerned,Marijuana,Lessened,2 - 4,9 - 15 times,Maybe,No,I don't know,Somewhat scared,A little scared,Bachelor's Degree (4 year),3 - 5,"$10,001 - $30,000",Ambivert,Maybe
11/16/2020 8:42:03,95,Bisexual,Male,Male,No,19,Left,No,Decently concerned,"Marijuana, Psychedelics, Heroin & Other hard drugs",Lessened,5 - 7,I have never had sex,Yes,Yes,Yes,Somewhat scared,Somewhat scared,Bachelor's Degree (4 year),0 (I have never lived apart from my parents),"$0 - $10,000",Introvert,No
11/16/2020 8:42:50,40,Heterosexual,Female,Female,No,46,Left,No,Decently concerned,"Marijuana, Psychedelics",Left the way it is,0,1 - 2 times,Maybe,No,Yes,Not at all scared,Not at all scared,High School / GED Equivalent,10+,"$50,001 - $80,000",Introvert,Yes
11/16/2020 8:45:12,50,Heterosexual,Female,Female,No,20,Left,No,Decently concerned,Marijuana,Lessened,2 - 4,9 - 15 times,Maybe,No,No,Not at all scared,A little scared,Bachelor's Degree (4 year),1 - 2,"$10,001 - $30,000",Introvert,Yes
11/16/2020 8:49:39,94,Queer,Female,Female,No,18,Left,Maybe,Decently concerned,"Marijuana, Psychedelics, Heroin & Other hard drugs",Lessened,1,I have never had sex,Maybe,No,No,Not at all scared,Not at all scared,Associate's Degree (2 year),0 (I have never lived apart from my parents),"$0 - $10,000",Ambivert,Maybe
11/16/2020 8:49:55,51,Bisexual,Female,Male,Yes,28,Left,No,Very concerned,"Marijuana, Psychedelics, Heroin & Other hard drugs",Abolished,2 - 4,"I have had sex, but not recently, or not frequent enough to be monthly",Maybe,Yes,No,A little scared,Decently scared,Associate's Degree (2 year),3 - 5,"$10,001 - $30,000",Introvert,Maybe
11/16/2020 8:50:07,95,Heterosexual,Male,Male,No,23,Left,No,Very concerned,"Marijuana, Psychedelics, Heroin & Other hard drugs",Lessened,2 - 4,I have never had sex,No,No,I don't know,A little scared,A little scared,Bachelor's Degree (4 year),1 - 2,"$120,001 - $160,000",Introvert,Yes
11/16/2020 8:50:53,43,Questioning,Female,Female,No,36,Left,No,Very concerned,"Marijuana, Psychedelics",Lessened,0,9 - 15 times,Yes,No,No,Not at all scared,A little scared,Master's Degree,10+,"$10,001 - $30,000",Ambivert,Maybe
11/16/2020 8:52:36,51,Heterosexual,Female,Female,No,23,Left,No,Decently concerned,"Marijuana, Psychedelics",Increased,2 - 4,3 - 8 times,Maybe,Yes,Yes,Decently scared,A little scared,Associate's Degree (2 year),3 - 5,"$10,001 - $30,000",Ambivert,Maybe
11/16/2020 8:54:22,88,Bisexual,Female,Female,No,20,Left,No,Very concerned,Marijuana,Left the way it is,1,I have never had sex,No,No,No,A little scared,A little scared,Bachelor's Degree (4 year),1 - 2,"$0 - $10,000",Introvert,Maybe
11/16/2020 8:54:50,82,Heterosexual,Male,Male,No,22,Right,Yes,Somewhat concerned,"Marijuana, Psychedelics, Heroin & Other hard drugs",Lessened,2 - 4,I have never had sex,Maybe,No,No,Somewhat scared,Somewhat scared,Bachelor's Degree (4 year),3 - 5,"$50,001 - $80,000",Introvert,Yes
11/16/2020 8:57:23,35,Bisexual,Female,Female,No,21,Right,No,A little concerned,Marijuana,Left the way it is,5 - 7,9 - 15 times,Yes,Yes,Yes,Decently scared,Absolutely terrified,Bachelor's Degree (4 year),3 - 5,"$10,001 - $30,000",Ambivert,Maybe
11/16/2020 8:58:34,10,Bisexual,Female,Female,No,29,Left,No,Very concerned,"Marijuana, Psychedelics, Heroin & Other hard drugs",Abolished,1,"I have had sex, but not recently, or not frequent enough to be monthly",Yes,Yes,No,Somewhat scared,Absolutely terrified,High School / GED Equivalent,10+,"$30,001 - $50,000",Introvert,No
11/16/2020 8:59:06,18,Heterosexual,Male,Male,No,21,Left,Yes,Very concerned,"Marijuana, Psychedelics, Heroin & Other hard drugs",Lessened,2 - 4,15 - 25 times,Yes,Yes,No,A little scared,A little scared,Bachelor's Degree (4 year),1 - 2,"$10,001 - $30,000",Extrovert,Yes
11/16/2020 8:59:41,54,Heterosexual,Male,Male,No,21,Center,Yes,Very concerned,Marijuana,Left the way it is,2 - 4,3 - 8 times,No,No,Yes,Not at all scared,Decently scared,Doctoral Degree,3 - 5,"$0 - $10,000",Introvert,Yes
11/16/2020 9:00:41,92,Heterosexual,Male,Male,No,28,Right,No,A little concerned,"Marijuana, Psychedelics, Heroin & Other hard drugs",Increased,7 - 10,I have never had sex,No,Yes,No,A little scared,Not Applicable,Doctoral Degree,10+,"$30,001 - $50,000",Introvert,Yes
11/16/2020 9:02:10,37,Heterosexual,Male,Male,No,28,Left,No,Decently concerned,"Marijuana, Psychedelics",Lessened,2 - 4,"I have had sex, but not recently, or not frequent enough to be monthly",Maybe,Yes,I don't know,A little scared,Decently scared,Bachelor's Degree (4 year),6 - 10,"$80,001 - $120,000",Introvert,Yes
11/16/2020 9:03:24,86,Questioning,Male,Male,No,23,Center,No,Somewhat concerned,"Marijuana, Psychedelics, Heroin & Other hard drugs",Increased,10+,I have never had sex,Yes,Yes,No,Decently scared,Very scared,Bachelor's Degree (4 year),0 (I have never lived apart from my parents),"$0 - $10,000",Introvert,Yes
11/16/2020 9:03:25,95,Heterosexual,Male,Male,No,23,Right,No,Somewhat concerned,I don't think any of these drugs should be decriminalized,Highly increased,0,I have never had sex,Yes,No,No,Somewhat scared,Decently scared,High School / GED Equivalent,0 (I have never lived apart from my parents),"$0 - $10,000",Ambivert,Maybe
11/16/2020 9:04:47,86,Heterosexual,Male,Male,No,18,Lib center,No,Decently concerned,"Marijuana, Psychedelics",Increased,2 - 4,I have never had sex,Maybe,No,No,Not at all scared,Not at all scared,Bachelor's Degree (4 year),0 (I have never lived apart from my parents),"$10,001 - $30,000",Ambivert,No
11/16/2020 9:05:06,56,Heterosexual,Male,Male,No,20,Left,No,Very concerned,"Marijuana, Psychedelics",Increased,2 - 4,9 - 15 times,Maybe,No,No,Not at all scared,A little scared,Bachelor's Degree (4 year),3 - 5,"$10,001 - $30,000",Introvert,Maybe
11/16/2020 9:06:48,96,No label,Female,Non-binary,Maybe,17,Left,No,Very concerned,"Marijuana, Psychedelics, Heroin & Other hard drugs",Abolished,0,I have never had sex,Maybe,No,No,Not at all scared,Not Applicable,High School / GED Equivalent,0 (I have never lived apart from my parents),"$0 - $10,000",Introvert,Maybe
11/16/2020 9:06:49,47,Bisexual,Female,Female,No,26,Left,No,Very concerned,"Marijuana, Psychedelics, Heroin & Other hard drugs",Lessened,1,3 - 8 times,Maybe,No,I don't know,A little scared,Somewhat scared,Bachelor's Degree (4 year),6 - 10,"$30,001 - $50,000",Ambivert,Maybe
11/16/2020 9:06:52,31,Bisexual,Female,Non-binary,Maybe,25,Left,Yes,Very concerned,"Marijuana, Psychedelics, Heroin & Other hard drugs",Abolished,1,3 - 8 times,Maybe,No,I don't know,A little scared,Absolutely terrified,Master's Degree,3 - 5,"$50,001 - $80,000",Ambivert,Yes
11/16/2020 9:08:07,26,Heterosexual,Female,Female,No,27,Left,No,Very concerned,"Marijuana, Psychedelics, Heroin & Other hard drugs",Left the way it is,1,"I have had sex, but not recently, or not frequent enough to be monthly",Yes,Yes,No,Decently scared,Absolutely terrified,Master's Degree,6 - 10,"$0 - $10,000",Introvert,Yes
11/16/2020 9:08:43,94,Asexual,Male,Male,No,22,Left,No,Very concerned,"Marijuana, Psychedelics, Heroin & Other hard drugs",Abolished,0,I have never had sex,No,No,Yes,Not at all scared,Not at all scared,Bachelor's Degree (4 year),0 (I have never lived apart from my parents),"$80,001 - $120,000",Introvert,Yes
11/16/2020 9:09:24,60,Heterosexual,Male,Male,No,22,Left,No,Very concerned,"Marijuana, Psychedelics",Left the way it is,2 - 4,"I have had sex, but not recently, or not frequent enough to be monthly",Yes,No,Yes,Somewhat scared,A little scared,Bachelor's Degree (4 year),3 - 5,"$0 - $10,000",Introvert,No
11/16/2020 9:10:32,47,Bisexual,Female,Female,No,20,Left,Maybe,Very concerned,Marijuana,Lessened,2 - 4,"I have had sex, but not recently, or not frequent enough to be monthly",Maybe,Yes,Yes,Somewhat scared,A little scared,Bachelor's Degree (4 year),1 - 2,"$0 - $10,000",Ambivert,No
11/16/2020 9:11:34,43,Homosexual,Female,Female,No,28,Left,No,Decently concerned,"Marijuana, Psychedelics, Heroin & Other hard drugs",Lessened,1,3 - 8 times,Yes,No,No,Not at all scared,Not at all scared,Bachelor's Degree (4 year),3 - 5,"$80,001 - $120,000",Introvert,Yes
11/16/2020 9:12:19,98,Heterosexual,Female,Female,No,18,Left,Maybe,Decently concerned,Marijuana,Increased,1,I have never had sex,Yes,No,No,Decently scared,Absolutely terrified,High School / GED Equivalent,0 (I have never lived apart from my parents),"$0 - $10,000",Ambivert,Yes
11/16/2020 9:13:22,68,Questioning,Female,Female,No,24,Left,No,Decently concerned,"Marijuana, Psychedelics",Lessened,2 - 4,I have never had sex,No,No,No,A little scared,Not at all scared,Bachelor's Degree (4 year),6 - 10,"$30,001 - $50,000",Ambivert,No
